checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property_magnitude,age,other_installment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,is_high_risk
menos_de_0_DM,12,pagados_hasta_ahora,coche_nuevo,759,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,2,inmueble,26,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,36,pagados_hasta_ahora,coche_usado,4686,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,desconocido_sin_propiedad,32,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
200_DM_o_mas,15,pagados_hasta_ahora,negocio,2687,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,4,seguro_vida_o_similar,26,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
0_a_200_DM,12,retraso_en_pagos_previos,radio_tv,585,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,codeudor,4,inmueble,20,ninguno,alquiler,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_nuevo,2255,desconocido_sin_cuenta_ahorro,menos_de_1_anio,4,hombre_soltero,ninguno,1,seguro_vida_o_similar,54,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,6,cuenta_critica_otros_bancos,coche_nuevo,609,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,3,seguro_vida_o_similar,37,ninguno,propia,2,empleado_cualificado,1,no,no,0
menos_de_0_DM,6,cuenta_critica_otros_bancos,coche_nuevo,1361,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,4,inmueble,40,ninguno,propia,1,no_cualificado_residente,2,no,no,0
sin_cuenta_corriente,36,cuenta_critica_otros_bancos,mobiliario,7127,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,23,ninguno,alquiler,2,empleado_cualificado,1,si,si,1
menos_de_0_DM,6,pagados_hasta_ahora,coche_nuevo,1203,100_a_500_DM,7_anios_o_mas,3,hombre_soltero,ninguno,2,seguro_vida_o_similar,43,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,6,cuenta_critica_otros_bancos,radio_tv,700,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,36,ninguno,gratuita,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,reparaciones,5507,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,44,ninguno,gratuita,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,radio_tv,3190,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,2,inmueble,24,ninguno,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,48,sin_creditos_previos,mobiliario,7119,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,53,ninguno,gratuita,2,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_usado,3488,100_a_500_DM,4_a_7_anios,3,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,23,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,18,pagados_hasta_ahora,radio_tv,1113,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,avalista,4,inmueble,26,ninguno,propia,1,no_cualificado_residente,2,no,si,0
0_a_200_DM,26,pagados_hasta_ahora,coche_usado,7966,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,3,coche_u_otro,30,ninguno,propia,2,empleado_cualificado,1,,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,educacion,1532,100_a_500_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,31,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,4,cuenta_critica_otros_bancos,radio_tv,1503,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,1,inmueble,42,ninguno,propia,2,no_cualificado_residente,2,no,si,0
menos_de_0_DM,36,pagados_hasta_ahora,radio_tv,2302,menos_de_100_DM,1_a_4_anios,4,hombre_divorciado_separado,ninguno,4,coche_u_otro,31,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,6,pagados_hasta_ahora,coche_nuevo,662,menos_de_100_DM,menos_de_1_anio,3,hombre_soltero,ninguno,4,inmueble,41,ninguno,propia,1,no_cualificado_residente,2,si,si,0
0_a_200_DM,36,pagados_hasta_ahora,educacion,2273,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,1,coche_u_otro,32,ninguno,propia,2,empleado_cualificado,2,no,si,0
0_a_200_DM,15,pagados_hasta_ahora,coche_nuevo,2631,100_a_500_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,28,ninguno,alquiler,2,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,12,retraso_en_pagos_previos,coche_usado,1503,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,4,inmueble,41,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,1311,100_a_500_DM,4_a_7_anios,4,hombre_casado_viudo,ninguno,3,seguro_vida_o_similar,26,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,3105,desconocido_sin_cuenta_ahorro,menos_de_1_anio,4,hombre_soltero,ninguno,2,coche_u_otro,25,ninguno,propia,2,empleado_cualificado,1,no,si,0
200_DM_o_mas,21,cuenta_critica_otros_bancos,educacion,2319,menos_de_100_DM,menos_de_1_anio,2,hombre_divorciado_separado,ninguno,1,coche_u_otro,33,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,6,pagados_hasta_ahora,coche_nuevo,1374,desconocido_sin_cuenta_ahorro,desempleado,4,mujer_divorciada_separada_casada,ninguno,3,seguro_vida_o_similar,75,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,18,cuenta_critica_otros_bancos,mobiliario,3612,menos_de_100_DM,7_anios_o_mas,3,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,37,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,48,pagados_hasta_ahora,coche_nuevo,7763,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,42,banco,gratuita,1,directivo_autonomo_alta_cualificacion,1,no,si,1
200_DM_o_mas,18,pagados_hasta_ahora,mobiliario,3049,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,1,seguro_vida_o_similar,45,tiendas,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,1534,menos_de_100_DM,menos_de_1_anio,1,hombre_casado_viudo,ninguno,1,inmueble,23,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,retraso_en_pagos_previos,coche_nuevo,2032,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,60,ninguno,gratuita,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,30,pagados_hasta_ahora,mobiliario,6350,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,31,ninguno,propia,1,empleado_cualificado,1,no,si,1
200_DM_o_mas,18,pagados_hasta_ahora,mobiliario,2864,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,1,inmueble,34,ninguno,propia,1,no_cualificado_residente,2,no,si,1
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,coche_nuevo,1255,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,61,ninguno,propia,2,no_cualificado_residente,1,no,si,0
menos_de_0_DM,24,retraso_en_pagos_previos,coche_nuevo,1333,menos_de_100_DM,desempleado,4,hombre_soltero,ninguno,2,inmueble,43,ninguno,gratuita,2,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_nuevo,2022,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,37,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,radio_tv,1552,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,1,coche_u_otro,32,banco,propia,1,empleado_cualificado,2,no,si,0
menos_de_0_DM,12,todos_pagados_en_este_banco,radio_tv,626,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,24,banco,propia,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,48,cuenta_critica_otros_bancos,coche_usado,8858,desconocido_sin_cuenta_ahorro,4_a_7_anios,2,hombre_soltero,ninguno,1,desconocido_sin_propiedad,35,ninguno,gratuita,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,reparaciones,996,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,23,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,todos_pagados_en_este_banco,radio_tv,1750,500_a_1000_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,seguro_vida_o_similar,45,banco,propia,1,no_cualificado_residente,2,no,si,0
menos_de_0_DM,48,pagados_hasta_ahora,radio_tv,6999,menos_de_100_DM,4_a_7_anios,1,hombre_casado_viudo,avalista,1,inmueble,34,ninguno,propia,2,empleado_cualificado,1,si,si,1
0_a_200_DM,12,cuenta_critica_otros_bancos,coche_nuevo,1995,100_a_500_DM,menos_de_1_anio,4,hombre_soltero,ninguno,1,coche_u_otro,27,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,9,pagados_hasta_ahora,educacion,1199,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,67,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,1331,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,1,coche_u_otro,22,tiendas,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,18,sin_creditos_previos,coche_nuevo,2278,100_a_500_DM,menos_de_1_anio,3,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,28,ninguno,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,21,sin_creditos_previos,coche_nuevo,5003,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,29,banco,propia,2,empleado_cualificado,1,si,si,1
menos_de_0_DM,24,todos_pagados_en_este_banco,mobiliario,3552,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,4,coche_u_otro,27,banco,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,18,cuenta_critica_otros_bancos,mobiliario,1928,menos_de_100_DM,menos_de_1_anio,2,hombre_soltero,ninguno,2,inmueble,31,ninguno,propia,2,no_cualificado_residente,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,coche_usado,2964,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,49,banco,gratuita,1,empleado_cualificado,2,si,si,0
menos_de_0_DM,24,todos_pagados_en_este_banco,radio_tv,1546,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,avalista,4,coche_u_otro,24,banco,alquiler,1,no_cualificado_residente,1,no,si,1
200_DM_o_mas,6,retraso_en_pagos_previos,radio_tv,683,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,1,seguro_vida_o_similar,29,banco,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,36,pagados_hasta_ahora,coche_nuevo,12389,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,hombre_soltero,ninguno,4,desconocido_sin_propiedad,37,ninguno,gratuita,1,empleado_cualificado,1,si,si,1
0_a_200_DM,24,retraso_en_pagos_previos,negocio,4712,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,37,banco,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,24,retraso_en_pagos_previos,radio_tv,1553,100_a_500_DM,4_a_7_anios,3,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,23,ninguno,alquiler,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,12,pagados_hasta_ahora,coche_nuevo,1372,menos_de_100_DM,4_a_7_anios,2,hombre_divorciado_separado,ninguno,3,coche_u_otro,36,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,radio_tv,2578,1000_DM_o_mas,7_anios_o_mas,2,hombre_soltero,ninguno,2,coche_u_otro,34,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,48,pagados_hasta_ahora,radio_tv,3979,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,hombre_soltero,ninguno,1,coche_u_otro,,ninguno,propia,2,empleado_cualificado,2,si,si,0
menos_de_0_DM,48,pagados_hasta_ahora,radio_tv,6758,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,31,ninguno,propia,1,empleado_cualificado,1,si,si,1
menos_de_0_DM,24,pagados_hasta_ahora,mobiliario,3234,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,,ninguno,alquiler,,no_cualificado_residente,1,si,si,1
sin_cuenta_corriente,30,cuenta_critica_otros_bancos,radio_tv,5954,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,codeudor,2,coche_u_otro,38,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_usado,5433,desconocido_sin_cuenta_ahorro,desempleado,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,26,ninguno,alquiler,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,15,pagados_hasta_ahora,negocio,806,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,22,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,9,pagados_hasta_ahora,radio_tv,1082,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,27,ninguno,propia,2,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,mobiliario,2788,menos_de_100_DM,4_a_7_anios,2,mujer_divorciada_separada_casada,codeudor,3,coche_u_otro,24,banco,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,2930,menos_de_100_DM,4_a_7_anios,2,mujer_divorciada_separada_casada,ninguno,1,inmueble,27,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,educacion,1927,desconocido_sin_cuenta_ahorro,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,33,ninguno,propia,2,empleado_cualificado,1,si,si,0
0_a_200_DM,36,cuenta_critica_otros_bancos,coche_nuevo,2820,menos_de_100_DM,menos_de_1_anio,4,hombre_divorciado_separado,ninguno,4,coche_u_otro,27,ninguno,propia,2,empleado_cualificado,1,no,,1
sin_cuenta_corriente,24,pagados_hasta_ahora,reciclaje_profesional,937,menos_de_100_DM,menos_de_1_anio,4,hombre_casado_viudo,ninguno,3,coche_u_otro,27,ninguno,propia,2,no_cualificado_residente,1,no,si,0
0_a_200_DM,18,cuenta_critica_otros_bancos,coche_nuevo,1056,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,avalista,3,inmueble,30,banco,propia,2,empleado_cualificado,1,no,si,1
0_a_200_DM,12,cuenta_critica_otros_bancos,coche_nuevo,3124,menos_de_100_DM,menos_de_1_anio,1,hombre_soltero,ninguno,3,inmueble,49,banco,propia,2,no_cualificado_residente,2,no,si,0
sin_cuenta_corriente,9,pagados_hasta_ahora,mobiliario,1388,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,inmueble,26,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
0_a_200_DM,36,pagados_hasta_ahora,reparaciones,2384,menos_de_100_DM,menos_de_1_anio,4,hombre_soltero,ninguno,1,desconocido_sin_propiedad,33,ninguno,alquiler,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,coche_nuevo,2133,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,52,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,18,pagados_hasta_ahora,mobiliario,2039,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,ninguno,4,inmueble,20,banco,alquiler,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,9,cuenta_critica_otros_bancos,coche_nuevo,2799,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,36,ninguno,alquiler,2,empleado_cualificado,2,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,1289,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,avalista,1,seguro_vida_o_similar,21,ninguno,propia,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,electrodomesticos,1217,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,3,inmueble,47,ninguno,propia,1,no_cualificado_residente,1,si,si,1
menos_de_0_DM,12,cuenta_critica_otros_bancos,mobiliario,2246,menos_de_100_DM,7_anios_o_mas,3,hombre_soltero,ninguno,3,seguro_vida_o_similar,60,ninguno,propia,2,empleado_cualificado,1,no,si,1
menos_de_0_DM,12,cuenta_critica_otros_bancos,radio_tv,385,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,3,inmueble,58,ninguno,propia,4,no_cualificado_residente,1,si,si,0
0_a_200_DM,24,retraso_en_pagos_previos,coche_nuevo,1965,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,42,ninguno,alquiler,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,21,pagados_hasta_ahora,negocio,1572,1000_DM_o_mas,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,36,banco,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,24,pagados_hasta_ahora,coche_nuevo,2718,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,20,ninguno,alquiler,1,no_cualificado_residente,1,si,si,1
menos_de_0_DM,24,todos_pagados_en_este_banco,otros,1358,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,3,coche_u_otro,40,tiendas,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
0_a_200_DM,6,todos_pagados_en_este_banco,coche_nuevo,931,100_a_500_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,1,seguro_vida_o_similar,32,tiendas,propia,1,no_cualificado_residente,1,no,si,1
menos_de_0_DM,24,pagados_hasta_ahora,coche_nuevo,1442,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,23,ninguno,alquiler,2,empleado_cualificado,1,no,si,1
0_a_200_DM,24,sin_creditos_previos,negocio,4241,menos_de_100_DM,1_a_4_anios,1,hombre_soltero,ninguno,4,inmueble,36,ninguno,propia,3,no_cualificado_residente,1,si,si,1
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_nuevo,2775,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,2,seguro_vida_o_similar,31,banco,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,retraso_en_pagos_previos,negocio,3863,menos_de_100_DM,1_a_4_anios,1,hombre_soltero,ninguno,2,desconocido_sin_propiedad,32,ninguno,gratuita,1,empleado_cualificado,1,no,si,0
0_a_200_DM,7,pagados_hasta_ahora,radio_tv,2329,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,avalista,1,inmueble,45,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,9,pagados_hasta_ahora,mobiliario,918,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,1,seguro_vida_o_similar,30,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,24,todos_pagados_en_este_banco,educacion,1837,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,34,banco,gratuita,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,36,pagados_hasta_ahora,mobiliario,3349,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,28,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,1
200_DM_o_mas,10,pagados_hasta_ahora,mobiliario,1275,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,23,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,24,todos_pagados_en_este_banco,mobiliario,2828,500_a_1000_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,inmueble,22,tiendas,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,negocio,4526,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,inmueble,74,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,36,pagados_hasta_ahora,radio_tv,2671,100_a_500_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,codeudor,4,desconocido_sin_propiedad,50,ninguno,gratuita,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,18,pagados_hasta_ahora,radio_tv,2051,menos_de_100_DM,menos_de_1_anio,4,hombre_soltero,ninguno,1,inmueble,33,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,15,pagados_hasta_ahora,coche_usado,1300,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,45,banco,gratuita,1,empleado_cualificado,2,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,electrodomesticos,741,100_a_500_DM,desempleado,4,mujer_divorciada_separada_casada,ninguno,3,seguro_vida_o_similar,22,ninguno,propia,1,empleado_cualificado,1,no,si,1
200_DM_o_mas,10,pagados_hasta_ahora,coche_nuevo,1240,100_a_500_DM,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,desconocido_sin_propiedad,48,ninguno,gratuita,1,no_cualificado_residente,2,no,si,1
menos_de_0_DM,21,pagados_hasta_ahora,radio_tv,3357,1000_DM_o_mas,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,29,banco,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,24,todos_pagados_en_este_banco,coche_usado,3632,menos_de_100_DM,1_a_4_anios,1,mujer_divorciada_separada_casada,avalista,4,coche_u_otro,22,banco,alquiler,1,empleado_cualificado,1,no,no,0
sin_cuenta_corriente,18,retraso_en_pagos_previos,mobiliario,1808,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,1,inmueble,22,ninguno,propia,1,empleado_cualificado,1,no,si,1
0_a_200_DM,48,sin_creditos_previos,negocio,12204,desconocido_sin_cuenta_ahorro,1_a_4_anios,2,hombre_soltero,ninguno,2,coche_u_otro,48,banco,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,60,retraso_en_pagos_previos,radio_tv,9157,desconocido_sin_cuenta_ahorro,1_a_4_anios,2,hombre_soltero,ninguno,2,desconocido_sin_propiedad,27,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,no,si,0
menos_de_0_DM,6,cuenta_critica_otros_bancos,coche_nuevo,3676,menos_de_100_DM,1_a_4_anios,1,hombre_soltero,ninguno,3,inmueble,37,ninguno,alquiler,3,empleado_cualificado,2,no,si,0
0_a_200_DM,30,pagados_hasta_ahora,mobiliario,3441,100_a_500_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,codeudor,4,coche_u_otro,21,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,coche_nuevo,640,menos_de_100_DM,1_a_4_anios,4,hombre_divorciado_separado,ninguno,2,inmueble,49,ninguno,propia,1,no_cualificado_residente,1,no,si,0
0_a_200_DM,21,cuenta_critica_otros_bancos,negocio,3652,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,3,seguro_vida_o_similar,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,coche_nuevo,1530,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,seguro_vida_o_similar,32,banco,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,48,pagados_hasta_ahora,negocio,3914,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_divorciado_separado,ninguno,2,inmueble,38,banco,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,1858,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,coche_u_otro,22,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,radio_tv,2600,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,65,ninguno,gratuita,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,15,pagados_hasta_ahora,radio_tv,1979,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,35,ninguno,propia,1,empleado_cualificado,1,no,si,0
200_DM_o_mas,6,pagados_hasta_ahora,mobiliario,2116,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,41,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,9,todos_pagados_en_este_banco,coche_nuevo,1437,100_a_500_DM,4_a_7_anios,2,hombre_soltero,ninguno,3,desconocido_sin_propiedad,29,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,42,cuenta_critica_otros_bancos,mobiliario,4042,500_a_1000_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,inmueble,36,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,9,pagados_hasta_ahora,educacion,3832,desconocido_sin_cuenta_ahorro,7_anios_o_mas,1,hombre_soltero,ninguno,4,inmueble,64,ninguno,propia,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,24,pagados_hasta_ahora,radio_tv,3660,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,28,ninguno,propia,,empleado_cualificado,1,no,si,0
